-73.981,40.761
-118.24,34.052
-87.65,41.85
-73.95,40.65
-73.797,40.75
-95.363,29.763
-73.966,40.783
-75.164,39.952
-112.07,33.448
-73.866,40.85
-98.494,29.424
-117.16,32.715
-96.807,32.783
-121.89,37.339
-81.656,30.332
-86.158,39.768
-122.42,37.775
-97.743,30.267
-82.999,39.961
-97.321,32.725
-80.843,35.227
-83.046,42.331
-106.49,31.759
-90.049,35.15
-76.612,39.29
-71.06,42.358
-122.33,47.606
-77.036,38.895
-86.784,36.166
-104.98,39.739
-85.759,38.254
-87.906,43.039
-122.68,45.523
-115.14,36.175
-97.54,35.472
-106.65,35.084
-110.93,32.222
-119.77,36.748
-74.15,40.583
-121.49,38.582
-118.19,33.767
-94.579,39.1
-111.82,33.422
-75.978,36.853
-84.388,33.749
-104.82,38.834
-95.938,41.259
-78.639,35.772
-80.194,25.774
-81.695,41.499
-96.017,36.158
-122.27,37.804
-93.264,44.98
-97.338,37.692
-97.108,32.736
-119.02,35.373
-90.075,29.955
-117.91,33.835
-82.458,27.948
-104.83,39.729
-117.87,33.746
-90.198,38.627
-79.996,40.441
-97.396,27.801
-117.4,33.953
-84.53,39.115
-84.459,38.05
-121.29,37.958
-83.555,41.664
-93.093,44.944
-74.172,40.736
-79.792,36.073
-78.878,42.886
-96.699,33.02
-96.667,40.8
-114.98,36.04
-85.129,41.131
-74.078,40.728
-82.679,27.771
-117.08,32.64
-76.285,36.847
-81.379,28.538
-111.84,33.306
-99.508,27.506
-89.401,43.073
-80.244,36.1
-101.86,33.578
-91.155,30.451
-78.899,35.994
-96.639,32.913
-112.19,33.539
-119.81,39.53
-80.278,25.858
-76.275,36.819
-111.9,33.509
-115.12,36.199
-96.949,32.814
-121.99,37.548
-117.82,33.669
-86.802,33.521
-77.616,43.155
-117.29,34.108
-117.43,47.659
-111.79,33.353
-77.084,38.89
-86.3,32.367
-116.2,43.614
-77.46,37.554
-93.609,41.601
-121,37.639
-78.878,35.053
-93.769,32.507
-81.519,41.081
-122.44,47.253
-88.32,41.761
-119.18,34.198
-117.44,34.092
-73.899,40.931
-88.043,30.694
-92.29,34.746
-117.23,33.938
-118.26,34.143
-101.83,35.222
-118,33.66
-84.988,32.461
-85.668,42.963
-111.89,40.761
-84.281,30.438
-71.802,42.263
-76.428,36.979
-86.586,34.73
-83.921,35.961
-71.413,41.824
-118.54,34.392
-96.998,32.746
-97.497,25.902
-90.185,32.299
-94.671,38.982
-117.94,33.774
-122.71,38.44
-85.31,35.046
-117.38,33.196
-80.143,26.122
-117.59,34.106
-80.35,27.294
-117.65,34.063
-122.66,45.639
-111.91,33.415
-93.298,37.215
-118.14,34.698
-123.09,44.052
-80.224,26.003
-123.04,44.943
-81.95,26.563
-112.24,33.581
-96.7,43.55
-83.632,32.841
-72.59,42.101
-121.37,38.409
-89.094,42.271
-118.12,34.579
-117.57,33.875
-121.66,36.678
-117.75,34.055
-95.209,29.691
-88.082,41.525
-74.172,40.917
-94.627,39.114
-118.34,33.836
-76.147,43.048
-73.205,41.167
-122.08,37.669
-105.08,40.585
-117.09,33.119
-105.08,39.705
-88.147,41.786
-80.149,26.011
-122.04,37.369
-77.047,38.805
-96.599,32.767
-90.153,29.984
-76.345,37.03
-118.14,34.148
-117.85,33.788
-81.1,32.084
-78.781,35.792
-117.93,33.87
-83.005,42.5
-87.359,36.53
-96.615,33.198
-98.23,26.203
-72.928,41.308
-83.03,42.58
-112,40.692
-81.035,34.001
-97.728,31.117
-95.678,39.048
-118.84,34.171
-118.17,34.024
-91.644,42.008
-94.819,38.881
-74.211,40.664
-97.147,31.549
-72.685,41.764
-119.29,36.33
-82.325,29.652
-118.78,34.269
-73.539,41.053
-122.2,47.61
-122.03,37.978
-80.232,25.987
-80.271,26.271
-92.02,30.224
-79.931,32.777
-96.89,32.954
-121.29,38.752
-104.97,39.868
-94.102,30.086
-75.49,40.608
-112.33,33.631
-87.556,37.975
-99.733,32.449
-96.824,33.151
-94.416,39.091
-121.96,37.354
-89.644,39.802
-122.26,38.104
-117.29,34.536
-89.589,40.694
-84.556,42.733
-83.726,42.271
-118.03,34.069
-97.133,33.215
-122.27,37.872
-111.66,40.234
-118.13,33.94
-102.08,31.997
-97.463,35.227
-73.051,41.558
-117.92,33.641
-118.35,33.962
-71.455,42.996
-86.39,35.846
-92.334,38.952
-88.281,42.037
-82.8,27.966
-80.246,25.942
-92.47,44.022
-104.61,38.254
-71.316,42.633
-77.945,34.226
-105.09,39.803
-119.25,34.268
-105.04,39.837
-117.94,34.069
-122.43,45.498
-96.79,46.877
-118.08,33.902
-117.35,33.158
-122.04,38.249
-71.106,42.375
-98.493,33.914
-80.005,35.956
-108.5,45.783
-88.02,44.519
-111.94,40.61
-122.35,37.936
-82.286,27.938
-117.21,33.554
-118.31,34.181
-80.589,28.034
-122.2,47.979
-83.687,43.013
-121.81,38.005
-80.085,42.129
-86.25,41.683
-122.46,37.706
